site;dominio;ranking;readability
Yahoo;stack;Top1;0.8657
Yahoo;stack;Top2;0.7513
Bing;tuto;Top2;0.5535
Yahoo;tuto;Top1;0.5535
Google;javat;Top1;0.8769
Yahoo;geeks;Top5;0.8351
Bing;geeks;Top1;0.8351
Google;geeks;Top5;0.8351
Bing;geeks;Top2;0.7749
Yahoo;geeks;Top3;0.7749
Google;geeks;Top2;0.7749
Bing;stack;Top5;0.7463
Bing;stack;Top5;0.5331
Yahoo;stack;Top5;0.5331
Google;geeks;Top2;0.7879
Bing;stack;Top1;0.8567
Google;stack;Top3;0.5994
Yahoo;stack;Top3;0.5994
Yahoo;geeks;Top4;0.7879
Google;code;Top5;0.3688
Bing;javat;Top3;0.9402
Bing;code;Top5;0.8276
Yahoo;javat;Top3;0.9402
Yahoo;geeks;Top5;0.8936
Google;stack;Top4;0.7955
Bing;tuto;Top4;0.5712
Google;geeks;Top3;0.8936
Google;code;Top3;0.4537
Bing;stack;Top4;0.5071
Yahoo;stack;Top4;0.7286
Yahoo;stack;Top1;0.5459
Bing;javat;Top5;0.9646
Yahoo;javat;Top4;0.9646
Google;javat;Top2;0.9646
Yahoo;stack;Top3;0.8156
Google;stack;Top3;0.8534
Bing;stack;Top4;0.8156
Yahoo;geeks;Top1;0.7460
Bing;geeks;Top1;0.7460
Google;geeks;Top5;0.7460
Bing;tuto;Top2;0.4327
Google;javat;Top4;0.7739
Yahoo;javat;Top3;0.7739
Google;geeks;Top1;0.9139
Yahoo;geeks;Top1;0.9139
Bing;geeks;Top1;0.9139
Yahoo;tuto;Top5;0.4327
Google;geeks;Top2;0.8996
Bing;javat;Top3;0.7739
Yahoo;code;Top4;0.1179
Google;code;Top1;0.8814
Yahoo;javat;Top3;0.8983
Yahoo;code;Top5;0.8804
Google;javat;Top3;0.9776
Google;javat;Top2;0.9646
Bing;javat;Top3;0.8983
Bing;code;Top4;0.1179
Bing;geeks;Top3;0.9398
Yahoo;geeks;Top2;0.9398
Google;stack;Top1;0.9250
Google;javat;Top3;0.9075
Yahoo;javat;Top5;0.9075
Bing;geeks;Top1;0.7457
Yahoo;geeks;Top1;0.7457
Google;geeks;Top1;0.7457
Google;javat;Top3;0.4568
Yahoo;javat;Top3;0.9402
Bing;geeks;Top5;0.7337
Yahoo;stack;Top2;0.9576
Yahoo;code;Top2;0.5604
Yahoo;javat;Top4;0.9465
Google;geeks;Top1;0.9262
Yahoo;geeks;Top1;0.8584
Google;stack;Top4;0.7664
Google;geeks;Top2;0.8584
Yahoo;geeks;Top5;0.6563
Google;tuto;Top4;0.9804
Google;javat;Top5;0.9345
Bing;tuto;Top5;0.9804
Yahoo;stack;Top2;0.9016
Bing;geeks;Top2;0.9101
Yahoo;geeks;Top2;0.9101
Google;geeks;Top4;0.9101
Yahoo;tuto;Top2;0.8722
Bing;tuto;Top3;0.7293
Bing;stack;Top5;0.8795
Yahoo;tuto;Top3;0.7293
Yahoo;stack;Top4;0.8073
Google;javat;Top4;0.2836
Bing;tuto;Top2;0.8722
Google;stack;Top1;0.7460
Bing;stack;Top4;0.8073
Yahoo;geeks;Top1;0.8733
Google;geeks;Top3;0.8733
Bing;geeks;Top1;0.8733
Yahoo;stack;Top2;0.9490
Google;geeks;Top2;0.6594
Yahoo;geeks;Top5;0.6594
Google;javat;Top4;0.6838
Bing;stack;Top2;0.9490
Bing;stack;Top5;0.9076
Yahoo;stack;Top2;0.9490
Bing;stack;Top2;0.9490
Google;javat;Top4;0.6838
Google;geeks;Top2;0.6594
Yahoo;stack;Top5;0.9076
Yahoo;stack;Top3;0.9428
Yahoo;geeks;Top5;0.9252
Bing;stack;Top3;0.9428
Yahoo;javat;Top4;0.8983
Bing;stack;Top3;0.8149
Yahoo;stack;Top1;0.5658
Google;stack;Top2;0.4881
Bing;javat;Top4;0.8983
Bing;stack;Top5;0.5625
Yahoo;stack;Top3;0.8149
Yahoo;stack;Top5;0.5625
Bing;stack;Top1;0.5658
Bing;stack;Top2;0.9490
Yahoo;javat;Top5;0.6838
Yahoo;stack;Top2;0.9490
Google;javat;Top4;0.6838
Google;geeks;Top2;0.6594
Google;stack;Top1;0.6494
Yahoo;stack;Top2;0.4431
Bing;stack;Top3;0.4431
Yahoo;geeks;Top4;0.9187
Google;geeks;Top1;0.6563
Bing;stack;Top3;0.4184
Bing;geeks;Top1;0.6563
Bing;geeks;Top4;0.9187
Yahoo;stack;Top3;0.4184
Yahoo;geeks;Top1;0.6563
Google;stack;Top2;0.4707
Bing;stack;Top2;0.9289
Yahoo;code;Top5;0.9510
Google;javat;Top1;0.8783
Google;stack;Top4;0.8777
Bing;tuto;Top3;0.8466
Bing;javat;Top1;0.8783
Bing;geeks;Top3;0.8229
Yahoo;geeks;Top3;0.8229
Yahoo;stack;Top2;0.9997
Google;stack;Top4;0.7992
Bing;stack;Top2;0.9997
Bing;stack;Top4;0.9758
Google;stack;Top2;0.8177
Yahoo;stack;Top5;0.9758
Google;javat;Top4;0.8624
Google;stack;Top1;0.6883
Bing;stack;Top3;0.9255
Yahoo;stack;Top5;0.9255
Google;stack;Top2;0.7796
Bing;tuto;Top2;0.8114
Google;geeks;Top4;0.9270
Yahoo;tuto;Top1;0.8114
Google;tuto;Top4;0.3875
Bing;tuto;Top5;0.3875
Yahoo;tuto;Top4;0.3875
Google;javat;Top1;0.7797
Yahoo;javat;Top3;0.7797
Bing;javat;Top2;0.7797
Yahoo;stack;Top1;0.8892
Bing;stack;Top1;0.8892
Bing;javat;Top2;0.9370
Yahoo;geeks;Top1;0.9288
Google;geeks;Top2;0.9444
Yahoo;javat;Top2;0.9370
Yahoo;code;Top4;0.8994
Google;javat;Top3;0.9991
Bing;geeks;Top1;0.9288
Yahoo;stack;Top2;0.6800
Yahoo;code;Top3;0.4574
Bing;code;Top5;0.8283
Bing;code;Top3;0.8283
Google;geeks;Top1;0.7457
Bing;geeks;Top4;0.7457
Google;stack;Top2;0.6800
Google;code;Top5;0.8283
Bing;stack;Top2;0.6800
Yahoo;geeks;Top4;0.7457
Bing;geeks;Top1;0.9366
Yahoo;stack;Top3;0.7911
Google;javat;Top4;0.9583
Bing;geeks;Top2;0.9022
Yahoo;javat;Top1;0.9583
Google;geeks;Top5;0.9366
Bing;geeks;Top4;0.8817
Yahoo;tuto;Top5;0.9549
Google;tuto;Top3;0.9549
Google;geeks;Top5;0.9344
Bing;geeks;Top2;0.7987
Yahoo;geeks;Top2;0.7987
Google;geeks;Top2;0.7987
Google;geeks;Top2;0.9138
Yahoo;tuto;Top5;0.8548
Yahoo;tuto;Top4;0.9204
Bing;geeks;Top5;0.9571
Bing;tuto;Top4;0.9204
Yahoo;geeks;Top3;0.7987
Google;geeks;Top1;0.7987
Bing;stack;Top5;0.8053
Yahoo;javat;Top4;0.9221
Bing;javat;Top4;0.9221
Google;geeks;Top3;0.9446
Google;javat;Top1;0.9221
Google;stack;Top5;0.7468
Google;tuto;Top3;0.6883
Google;geeks;Top1;0.9025
Bing;geeks;Top2;0.9106
Google;geeks;Top2;0.9106
Yahoo;geeks;Top2;0.9106
Bing;geeks;Top5;0.7482
Yahoo;geeks;Top1;0.9025
Bing;geeks;Top1;0.9025
Yahoo;geeks;Top5;0.7482
Google;stack;Top4;0.4952
Yahoo;geeks;Top5;0.7716
Google;stack;Top1;0.9068
Bing;tuto;Top1;0.6176
Bing;tuto;Top4;0.8141
Google;stack;Top3;0.6185
Yahoo;stack;Top5;0.6185
Yahoo;geeks;Top4;0.9491
Yahoo;tuto;Top2;0.4332
Bing;stack;Top2;0.7394
Google;geeks;Top2;0.8267
Bing;geeks;Top4;0.7667
Google;geeks;Top1;0.9265
Bing;stack;Top3;0.8327
Google;tuto;Top5;0.4332
Yahoo;geeks;Top1;0.9265
Yahoo;javat;Top1;0.7809
Google;javat;Top1;0.7837
Bing;stack;Top3;0.9342
Yahoo;geeks;Top5;0.9007
Yahoo;tuto;Top2;0.8986
Google;geeks;Top5;0.9007
Google;tuto;Top4;0.8986
Google;geeks;Top1;0.8982
Bing;geeks;Top2;0.8982
Google;code;Top4;0.7646
Yahoo;code;Top4;0.8839
Bing;geeks;Top1;0.8982
Bing;code;Top5;0.7646
Yahoo;stack;Top2;0.7823
Yahoo;geeks;Top1;0.8982
Yahoo;tuto;Top5;0.3875
Yahoo;stack;Top5;0.7420
Bing;stack;Top5;0.7420
Yahoo;geeks;Top1;0.7967
Yahoo;geeks;Top5;0.9603
Google;javat;Top1;0.6729
Bing;javat;Top1;0.6729
Yahoo;javat;Top4;0.6729
Yahoo;tuto;Top5;0.7525
Bing;stack;Top3;0.8551
Yahoo;stack;Top2;0.8551
Google;stack;Top3;0.5546
Google;code;Top1;0.9530
Bing;tuto;Top5;0.7525
Yahoo;stack;Top5;0.8987
Yahoo;stack;Top2;0.8879
Yahoo;geeks;Top1;0.8982
Bing;geeks;Top3;0.8936
Bing;geeks;Top4;0.9078
Google;code;Top5;0.7646
Google;geeks;Top1;0.8982
Yahoo;code;Top3;0.8082
Bing;stack;Top3;0.7922
Google;code;Top4;0.4186
Yahoo;code;Top4;0.8839
Yahoo;geeks;Top1;0.8982
Yahoo;stack;Top5;0.8638
Google;geeks;Top1;0.8982
Google;stack;Top2;0.7114
Yahoo;tuto;Top2;0.3875
Yahoo;geeks;Top4;0.9549
Google;geeks;Top1;0.8982
Bing;geeks;Top4;0.9549
Yahoo;geeks;Top1;0.8982
Google;code;Top4;0.7646
Bing;geeks;Top2;0.8982
Google;geeks;Top2;0.9549
Bing;stack;Top3;0.7694
Yahoo;stack;Top2;0.7694
Google;javat;Top5;0.6930
Bing;stack;Top5;0.7853
Yahoo;stack;Top5;0.7694
Yahoo;geeks;Top1;0.8982
Google;geeks;Top1;0.8982
Google;geeks;Top2;0.9549
Bing;geeks;Top4;0.8798
Yahoo;stack;Top3;0.5179
Bing;geeks;Top1;0.8982
Google;geeks;Top1;0.8126
Yahoo;geeks;Top1;0.8982
Bing;code;Top2;0.8139
Yahoo;code;Top2;0.8139
Bing;stack;Top3;0.5179
Google;geeks;Top2;0.8982
Google;stack;Top5;0.4559
Google;stack;Top4;0.9480
Yahoo;stack;Top1;0.9644
Google;stack;Top3;0.9644
Bing;tuto;Top3;0.9461
Yahoo;code;Top4;0.4011
Google;geeks;Top5;0.9311
Yahoo;javat;Top1;0.9411
Bing;javat;Top2;0.9411
Bing;geeks;Top3;0.9311
Google;javat;Top1;0.9411
Google;stack;Top2;0.7753
Yahoo;geeks;Top2;0.9311
Google;stack;Top1;0.6069
Yahoo;stack;Top1;0.7585
Bing;stack;Top3;0.6871
Bing;stack;Top1;0.9564
Yahoo;tuto;Top2;0.6031
Google;geeks;Top1;0.8593
Yahoo;geeks;Top1;0.8593
Bing;geeks;Top5;0.8806
Yahoo;javat;Top3;0.5794
Google;geeks;Top2;0.7639
Google;stack;Top5;0.7507
Google;javat;Top3;0.5794
Bing;geeks;Top5;0.9090
Bing;javat;Top4;0.9178
Yahoo;stack;Top2;0.8869
Yahoo;javat;Top3;0.9178
Google;javat;Top1;0.9178
Yahoo;stack;Top2;0.8726
Bing;stack;Top2;0.8726
Yahoo;tuto;Top1;0.8762
Google;stack;Top2;0.8726
Bing;tuto;Top1;0.8762
Google;javat;Top1;0.9079
Google;javat;Top1;0.9079
Yahoo;javat;Top3;0.4957
Google;javat;Top1;0.4957
Yahoo;tuto;Top1;0.8679
Google;tuto;Top2;0.8679
Bing;geeks;Top4;0.7038
Google;stack;Top2;0.3409
Yahoo;stack;Top1;0.7996
Bing;stack;Top4;0.7996
Google;geeks;Top3;0.9374
Bing;geeks;Top1;0.9374
Yahoo;geeks;Top1;0.9374
Bing;geeks;Top4;0.8449
Google;geeks;Top5;0.8449
Yahoo;stack;Top3;0.9680
Yahoo;geeks;Top4;0.8449
Bing;stack;Top5;0.9680
Bing;tuto;Top2;0.7139
Google;stack;Top1;0.6039
Google;tuto;Top4;0.7139
Yahoo;stack;Top1;0.6780
Yahoo;tuto;Top2;0.7139
Bing;stack;Top1;0.6780
Bing;geeks;Top5;0.7669
Google;geeks;Top3;0.7669
Bing;stack;Top3;0.7857
Yahoo;stack;Top5;0.6189
Bing;javat;Top5;0.8511
Google;stack;Top3;0.2185
Google;stack;Top2;0.3287
Yahoo;tuto;Top4;0.6830
Google;stack;Top1;0.8275
Google;code;Top4;0.6878
Google;code;Top5;0.5017
Yahoo;stack;Top2;0.8064
Bing;stack;Top2;0.3478
Google;stack;Top3;0.8250
Bing;stack;Top4;0.8250
Yahoo;tuto;Top1;0.7219
Yahoo;javat;Top5;0.4488
Google;code;Top4;0.3935
Bing;stack;Top5;0.7791
Yahoo;code;Top3;0.3935
Google;stack;Top3;0.7035
Yahoo;geeks;Top2;0.8063
Bing;geeks;Top4;0.7698
Bing;tuto;Top5;0.4961
Bing;geeks;Top3;0.8063
Yahoo;tuto;Top5;0.4961
Google;geeks;Top5;0.8063
Yahoo;stack;Top3;0.7035
Yahoo;geeks;Top4;0.7698
Bing;stack;Top2;0.7035
Yahoo;stack;Top2;0.9771
Bing;stack;Top2;0.9771
Bing;tuto;Top5;0.7888
Google;javat;Top3;0.9079
Yahoo;javat;Top3;0.9079
Yahoo;stack;Top4;0.8811
Google;stack;Top5;0.8811
Yahoo;geeks;Top5;0.9226
Yahoo;geeks;Top2;0.8947
Bing;geeks;Top3;0.8947
Bing;geeks;Top5;0.8598
Yahoo;geeks;Top4;0.8598
Google;code;Top5;0.7106
Bing;tuto;Top2;0.8986
Google;javat;Top1;0.8947
Google;tuto;Top3;0.8986
Yahoo;stack;Top3;0.8443
Bing;stack;Top4;0.8443
Yahoo;tuto;Top2;0.8986
Google;stack;Top5;0.9032
Google;geeks;Top1;0.8351
Bing;geeks;Top4;0.8351
Yahoo;geeks;Top4;0.8351
Google;geeks;Top3;0.8386
Yahoo;stack;Top5;0.9232
Google;stack;Top4;0.9232
Bing;geeks;Top2;0.8607
Yahoo;geeks;Top2;0.8607
Google;geeks;Top1;0.8607
Bing;tuto;Top1;0.5183
Yahoo;tuto;Top1;0.5183
Google;stack;Top3;0.6699
Google;stack;Top2;0.4703
Yahoo;geeks;Top1;0.8824
Bing;stack;Top5;0.8259
Yahoo;stack;Top2;0.5880
Bing;tuto;Top3;0.5833
Google;stack;Top2;0.9044
Google;code;Top3;0.9098
Yahoo;code;Top5;0.9868
Bing;code;Top4;0.9868
Google;javat;Top3;0.9612
Bing;tuto;Top3;0.7609
Google;tuto;Top3;0.7609
Bing;stack;Top5;0.7603
Google;geeks;Top2;0.8824
Yahoo;stack;Top4;0.7603
Bing;geeks;Top2;0.8824
Yahoo;geeks;Top1;0.8824
Yahoo;tuto;Top2;0.7609
Google;tuto;Top4;0.9281
Google;stack;Top1;0.7603
Bing;tuto;Top5;0.8722
Google;stack;Top3;0.3166
Google;geeks;Top5;0.8949
Google;tuto;Top2;0.9793
Bing;stack;Top4;0.4437
Google;stack;Top1;0.6426
Yahoo;stack;Top3;0.4437
Google;stack;Top2;0.7889
Google;stack;Top3;0.8416
Yahoo;stack;Top1;0.8362
Bing;stack;Top1;0.8362
Yahoo;stack;Top1;0.9231
Yahoo;javat;Top4;0.0066
Yahoo;tuto;Top2;0.6626
Google;stack;Top2;0.8220
Google;javat;Top1;0.0066
Bing;stack;Top5;0.8545
Bing;code;Top3;0.8905
Yahoo;stack;Top5;0.9887
Yahoo;code;Top4;0.8905
Yahoo;stack;Top1;0.7654
Google;stack;Top1;0.7654
Bing;stack;Top1;0.7654
Google;javat;Top2;0.9160
Bing;tuto;Top1;0.8800
Yahoo;javat;Top2;0.9160
Yahoo;tuto;Top4;0.9325
Yahoo;geeks;Top3;0.9228
Bing;stack;Top5;0.8521
Google;geeks;Top3;0.9228
Yahoo;stack;Top2;0.8985
Yahoo;geeks;Top1;0.9135
Google;code;Top4;0.9179
Yahoo;code;Top4;0.9179
Google;geeks;Top1;0.9135
Bing;stack;Top5;0.8985
Bing;geeks;Top2;0.9135
Yahoo;code;Top5;0.7086
Bing;code;Top4;0.9179
Yahoo;code;Top4;0.7223
Yahoo;code;Top1;0.7658
Bing;javat;Top5;0.7510
Bing;code;Top1;0.7658
Yahoo;stack;Top2;0.7885
Bing;stack;Top2;0.7885
Bing;code;Top3;0.7223
Google;stack;Top3;0.8985
Google;stack;Top2;0.7399
Google;stack;Top1;0.2638
Bing;stack;Top1;0.9412
Google;stack;Top1;0.7013
Google;code;Top2;0.8519
Yahoo;stack;Top1;0.9412
Bing;geeks;Top4;0.7973
Google;geeks;Top3;0.7973
Yahoo;geeks;Top4;0.7973
Google;javat;Top1;0.7434
Bing;geeks;Top1;0.8719
Yahoo;geeks;Top3;0.8719
Bing;stack;Top4;0.8333
Google;stack;Top2;0.8534
Google;javat;Top1;0.9646
Yahoo;javat;Top1;0.9646
Bing;stack;Top2;0.7090
Yahoo;stack;Top1;0.3254
Bing;code;Top5;0.6884
Yahoo;code;Top4;0.6884
Bing;stack;Top2;0.3733
Google;geeks;Top4;0.8079
Yahoo;stack;Top2;0.3733
Google;stack;Top1;0.3733
Bing;javat;Top1;0.7432
Yahoo;geeks;Top5;0.4211
Bing;geeks;Top4;0.8565
Google;javat;Top1;0.7432
Bing;javat;Top2;0.7432
Google;geeks;Top2;0.8424
Yahoo;javat;Top1;0.7432
Yahoo;geeks;Top2;0.8565
Yahoo;stack;Top4;0.8794
Bing;stack;Top4;0.8794
Google;tuto;Top2;0.6422
Yahoo;tuto;Top2;0.8722
Bing;stack;Top5;0.6233
Yahoo;javat;Top4;0.9819
Bing;geeks;Top1;0.8785
Yahoo;stack;Top1;0.8284
Google;stack;Top2;0.8284
Yahoo;stack;Top5;0.7203
Yahoo;code;Top3;0.9892
Google;javat;Top1;0.7050
Yahoo;tuto;Top1;0.9482
Yahoo;code;Top5;0.9213
Bing;code;Top4;0.9213
Bing;tuto;Top1;0.9482
Bing;code;Top3;0.9892
Google;tuto;Top5;0.9482
Bing;geeks;Top3;0.9343
Bing;stack;Top5;0.7517
Google;code;Top2;0.6152
Yahoo;geeks;Top3;0.9343
Google;stack;Top3;0.8660
Bing;stack;Top1;0.9340
Yahoo;stack;Top2;0.9340
Google;geeks;Top1;0.6070
Yahoo;stack;Top1;0.7734
Bing;stack;Top5;0.8844
Bing;stack;Top1;0.7734
Google;geeks;Top1;0.6070
Google;stack;Top4;0.8660
Yahoo;stack;Top5;0.8844
Google;code;Top2;0.6152
Google;code;Top3;0.7152
Yahoo;geeks;Top4;0.9603
Google;geeks;Top5;0.8085
Yahoo;stack;Top3;0.9982
Google;stack;Top2;0.7268
Bing;javat;Top1;0.8893
Google;stack;Top1;0.7977
Yahoo;javat;Top5;0.8893
Yahoo;stack;Top3;0.9613
Bing;stack;Top2;0.5860
Yahoo;stack;Top4;0.5860
Google;stack;Top5;0.1973
Bing;geeks;Top1;0.5144
Google;stack;Top4;0.7248
Yahoo;stack;Top5;0.1368
Yahoo;code;Top3;0.7017
Yahoo;geeks;Top1;0.9549
Google;geeks;Top1;0.9549
Google;javat;Top5;0.6930
Bing;geeks;Top1;0.9549
Bing;javat;Top2;0.6930
Google;geeks;Top2;0.7102
Yahoo;javat;Top3;0.6930
Google;javat;Top4;0.9674
Yahoo;stack;Top4;0.7471
Bing;stack;Top2;0.7773
Google;stack;Top3;0.7799
Yahoo;code;Top4;0.8900
Yahoo;stack;Top1;0.7773
Google;geeks;Top1;0.8919
Yahoo;code;Top2;0.8900
Bing;code;Top3;0.8900
Yahoo;tuto;Top5;0.2775
Bing;code;Top5;0.8900
Yahoo;geeks;Top3;0.8919
Bing;geeks;Top4;0.8919
Bing;tuto;Top2;0.8061
Yahoo;tuto;Top2;0.8061
Yahoo;geeks;Top1;0.7681
Bing;geeks;Top1;0.7681
Bing;tuto;Top3;0.8557
Bing;stack;Top4;0.3555
Google;tuto;Top2;0.8061
Yahoo;tuto;Top3;0.8557
Yahoo;stack;Top4;0.3555
Google;geeks;Top1;0.7681
Google;stack;Top3;0.8534
Google;javat;Top2;0.9646
Yahoo;javat;Top1;0.9646
Bing;javat;Top2;0.9646
Yahoo;geeks;Top5;0.8755
Google;javat;Top3;0.5794
Google;geeks;Top1;0.8593
Yahoo;geeks;Top1;0.8593
Bing;geeks;Top4;0.8830
Google;geeks;Top2;0.7639
Bing;stack;Top2;0.5240
Yahoo;javat;Top3;0.5794
Yahoo;stack;Top3;0.1424
Yahoo;code;Top4;0.3825
Google;geeks;Top3;0.7886
Bing;geeks;Top5;0.8069
Yahoo;geeks;Top1;0.7886
Bing;stack;Top3;0.4351
Google;stack;Top1;0.6498
Google;stack;Top2;0.6906
Yahoo;geeks;Top3;0.7467
Bing;stack;Top5;0.6346
Yahoo;code;Top1;0.8263
Bing;geeks;Top4;0.7467
Google;stack;Top1;0.7095
Bing;code;Top3;0.8263
Google;geeks;Top3;0.7467
Yahoo;stack;Top5;0.6346
Google;stack;Top4;0.8694
Yahoo;stack;Top4;0.7672
Bing;geeks;Top3;0.8693
Bing;stack;Top4;0.7672
Google;geeks;Top1;0.8693
Google;stack;Top2;0.6533
Yahoo;geeks;Top3;0.8693
Google;javat;Top1;0.5894
Yahoo;stack;Top5;0.1643
Google;code;Top2;0.7509
Yahoo;stack;Top1;0.7079
Yahoo;geeks;Top5;0.7938
Yahoo;javat;Top4;0.7672
Google;stack;Top5;0.8379
Google;code;Top1;0.7509
Google;stack;Top1;0.9003
Bing;stack;Top1;0.8569
Yahoo;stack;Top1;0.8569
Google;geeks;Top2;0.8122
Bing;stack;Top1;0.8942
Yahoo;tuto;Top4;0.8054
Bing;geeks;Top2;0.9219
Bing;tuto;Top5;0.8054
Yahoo;javat;Top3;0.7755
Yahoo;geeks;Top2;0.9219
Google;stack;Top1;0.8942
Yahoo;stack;Top1;0.8942
Bing;javat;Top3;0.7755
Bing;stack;Top5;0.8892
Google;stack;Top3;0.8892
Bing;geeks;Top3;0.8709
Yahoo;geeks;Top3;0.8709
Yahoo;stack;Top5;0.8892
Google;geeks;Top4;0.8396
Yahoo;code;Top5;0.9466
Yahoo;code;Top1;0.9084
Yahoo;code;Top4;0.9216
Google;code;Top4;0.9466
Google;stack;Top3;0.6096
Bing;tuto;Top3;0.9845
Yahoo;code;Top3;0.9084
Google;javat;Top1;0.9008
Yahoo;code;Top4;0.8811
Google;code;Top4;0.7963
Yahoo;code;Top3;0.7963
Bing;stack;Top3;0.6414
Yahoo;stack;Top1;0.6414
Bing;code;Top5;0.7963
Yahoo;stack;Top2;0.8839
Yahoo;javat;Top1;0.9991
Google;javat;Top1;0.9160
Bing;javat;Top1;0.9991
Yahoo;stack;Top4;0.8710
Yahoo;javat;Top1;0.9991
Bing;stack;Top4;0.8710
Yahoo;geeks;Top4;0.8396
Bing;stack;Top4;0.5407
Bing;stack;Top3;0.5383
Yahoo;stack;Top3;0.5383
Bing;geeks;Top5;0.8396
Yahoo;geeks;Top5;0.9073
Yahoo;javat;Top3;0.9997
Google;javat;Top1;0.5794
Yahoo;stack;Top4;0.9072
Yahoo;javat;Top2;0.5794
Yahoo;geeks;Top1;0.9273
Google;geeks;Top2;0.9273
Google;tuto;Top5;0.3954
Bing;geeks;Top1;0.8923
Google;geeks;Top1;0.8923
Yahoo;geeks;Top2;0.8923
Yahoo;stack;Top3;0.5442
Bing;geeks;Top3;0.8923
Google;stack;Top3;0.5442
Bing;stack;Top4;0.5442
Google;geeks;Top1;0.8354
Bing;geeks;Top2;0.4439
Yahoo;geeks;Top1;0.8354
Yahoo;tuto;Top3;0.8731
Google;geeks;Top5;0.9146
Bing;tuto;Top3;0.8731
Bing;stack;Top2;0.7499
Yahoo;stack;Top2;0.7499
Yahoo;geeks;Top4;0.8815
Yahoo;geeks;Top5;0.5081
Google;javat;Top5;0.9241
Bing;geeks;Top4;0.8815
Bing;geeks;Top5;0.5081
Google;stack;Top3;0.7499
Google;geeks;Top1;0.6346
Bing;javat;Top4;0.8309
Yahoo;geeks;Top2;0.9465
Bing;stack;Top1;0.9138
Yahoo;javat;Top4;0.8309
Google;geeks;Top2;0.8593
Bing;geeks;Top2;0.9465
Yahoo;stack;Top1;0.9138
Bing;tuto;Top1;0.6484
Bing;stack;Top2;0.4170
Yahoo;geeks;Top4;0.9308
Yahoo;stack;Top2;0.9533
Google;geeks;Top3;0.7738
Bing;stack;Top3;0.5408
Google;tuto;Top1;0.7579
Google;stack;Top5;0.9533
Google;stack;Top4;0.8641
Bing;stack;Top1;0.8736
Bing;geeks;Top2;0.9058
Yahoo;geeks;Top1;0.9058
Yahoo;stack;Top2;0.8736
Google;stack;Top3;0.9741
Google;geeks;Top1;0.9058
Bing;stack;Top4;0.8497
Google;stack;Top1;0.8497
Yahoo;stack;Top3;0.8497
Yahoo;tuto;Top4;0.4465
Bing;tuto;Top5;0.4465
Yahoo;stack;Top2;0.7142
Google;stack;Top2;0.7125
Bing;stack;Top3;0.7142
Google;geeks;Top5;0.8915
Yahoo;stack;Top1;0.7841
Google;geeks;Top2;0.7705
Yahoo;tuto;Top2;0.7480
Google;tuto;Top3;0.7480
Google;stack;Top1;0.7841
Bing;tuto;Top2;0.7480
Bing;stack;Top1;0.7841
Yahoo;stack;Top2;0.7841
Yahoo;tuto;Top3;0.7480
Google;javat;Top5;0.8239
Google;tuto;Top4;0.7480
Google;stack;Top1;0.7841
Bing;geeks;Top1;0.8806
Google;geeks;Top2;0.7705
Bing;stack;Top3;0.9236
Yahoo;tuto;Top4;0.5804
Bing;geeks;Top2;0.9264
Bing;tuto;Top3;0.8460
Yahoo;tuto;Top2;0.8460
Google;geeks;Top5;0.8386
Google;stack;Top3;0.9232
Yahoo;stack;Top1;0.7522
Google;stack;Top2;0.7268
Bing;stack;Top2;0.9141
Bing;geeks;Top4;0.9363
Yahoo;stack;Top2;0.9141
Yahoo;tuto;Top2;0.8141
Bing;tuto;Top2;0.8141
Google;javat;Top1;0.7668
Google;tuto;Top3;0.8141
Google;javat;Top4;0.9458
Yahoo;tuto;Top2;0.7494
Bing;javat;Top5;0.9458
Google;geeks;Top1;0.8830
Yahoo;geeks;Top4;0.8830
Bing;tuto;Top3;0.7494
Yahoo;javat;Top1;0.9458
Yahoo;stack;Top1;0.6383
Google;stack;Top1;0.6383
Google;geeks;Top5;0.8085
Yahoo;code;Top3;0.9623
Bing;code;Top2;0.9623
Yahoo;geeks;Top2;0.9603
Bing;geeks;Top3;0.9603
Yahoo;geeks;Top2;0.9603
Bing;geeks;Top2;0.9603
Bing;geeks;Top2;0.7385
Google;stack;Top4;0.3643
Google;stack;Top4;0.5734
Yahoo;stack;Top1;0.5734
Google;stack;Top2;0.5576
Bing;stack;Top4;0.7239
Yahoo;stack;Top2;0.5817
Google;code;Top1;0.9386
Google;stack;Top3;0.5817
Bing;code;Top5;0.6899
Bing;stack;Top2;0.9780
Google;geeks;Top2;0.5078
Yahoo;stack;Top4;0.7239
Yahoo;code;Top5;0.6899
Yahoo;geeks;Top1;0.5078
Bing;geeks;Top1;0.5078
Yahoo;javat;Top1;0.7421
Bing;geeks;Top1;0.8822
Google;javat;Top1;0.7421
Google;tuto;Top3;0.6723
Bing;geeks;Top5;0.8996
Bing;javat;Top3;0.7421
Google;geeks;Top2;0.8822
Yahoo;geeks;Top3;0.8822
Yahoo;code;Top5;0.8138
Google;stack;Top5;0.9683
Bing;stack;Top4;0.9561
Bing;code;Top3;0.6899
Google;geeks;Top3;0.5078
Yahoo;geeks;Top3;0.5078
Google;code;Top2;0.9386
Google;stack;Top4;0.9561
Bing;code;Top5;0.8138
Yahoo;code;Top2;0.6899
Bing;geeks;Top2;0.5078
Google;tuto;Top2;0.8559
Yahoo;tuto;Top2;0.8559
Yahoo;stack;Top1;0.8629
Bing;stack;Top1;0.8629
Yahoo;stack;Top5;0.3720
Bing;stack;Top5;0.3720
